qmof-c763d52,3.242053985595703,2.8012325763702393
qmof-41ca5a1,2.2738280296325684,2.248711585998535
qmof-91186d0,4.427571773529053,3.566324234008789
qmof-8f84700,2.352829933166504,2.165372610092163
qmof-8e757ac,3.1253581047058105,2.627297878265381
qmof-6c6ec35,2.3761799335479736,2.2538743019104004
qmof-b5e016a,0.7199900150299072,0.5832134485244751
qmof-ac9f387,2.2500860691070557,2.0918991565704346
qmof-70589ac,3.344594955444336,3.954728603363037
qmof-abf8164,2.9444210529327393,3.27303409576416
qmof-0b65042,1.5963590145111084,1.4407031536102295
qmof-85bae44,1.8682750463485718,1.800732970237732
qmof-d53fad7,2.7636470794677734,2.3939359188079834
qmof-be23234,0.5449600219726562,0.7997612953186035
qmof-1debcad,1.7745699882507324,2.1179583072662354
qmof-37d508d,2.4091498851776123,2.9575414657592773
qmof-65586ab,0.4222089946269989,0.45142173767089844
qmof-86bee7f,1.600762963294983,1.546823263168335
qmof-d9c2d65,1.2899919748306274,1.4576830863952637
qmof-f0008e4,1.226539969444275,0.17520737648010254
qmof-65d5eb5,1.5378350019454956,1.7155879735946655
qmof-365a308,0.5646129846572876,0.9435566663742065
qmof-a3936a0,2.5820729732513428,2.4292409420013428
qmof-dbcabd3,3.0733020305633545,3.638491153717041
qmof-7947dc7,0.7985309958457947,1.2137306928634644
qmof-9ea6844,0.5522189736366272,0.3746461868286133
qmof-b8f1825,1.244454026222229,1.1739362478256226
qmof-07d7fd6,1.7892110347747803,1.8325724601745605
qmof-2c408e6,1.238523006439209,1.1166651248931885
qmof-1db5694,2.2917098999023438,2.3258750438690186
qmof-a9b0ac2,0.6928279995918274,0.6734943389892578
qmof-a5bcf6e,2.669403076171875,2.759009838104248
qmof-020dd5c,3.7147669792175293,3.7597455978393555
qmof-ae10753,1.344310998916626,1.3588080406188965
qmof-798dedc,3.689394950866699,3.674109697341919
qmof-77efddb,3.091660976409912,2.8870832920074463
qmof-5b9bf09,2.1788570880889893,2.1877832412719727
qmof-d72ac4d,2.4082870483398438,2.489196300506592
qmof-83bf23c,1.4413679838180542,1.1385939121246338
qmof-3043836,1.4644609689712524,2.164353609085083
qmof-20f108f,0.540565013885498,0.5648393630981445
qmof-75d2f5f,1.2583179473876953,1.9727298021316528
qmof-1959230,2.631985902786255,2.5123519897460938
